NAME,TEAM,GP,MIN,PTS,AST,OREB,DREB,REB,STL,BLK,TOV,PF,+/-,DD2,TD3,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT%
Aaron Gordon,DEN,74,31.6,14.9,2.5,1.7,4.2,5.9,0.6,0.6,1.7,2.0,4.1,6,0,5.8,11.1,0.519,1.1,3.4,0.329,2.2,3.0,0.738
Aaron Henry,PHI,6,2.8,0.3,0.0,0.0,0.2,0.2,0.0,0.3,0.3,0.3,-3.3,0,0,0.2,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0
Aaron Holiday,PHX,61,16.0,6.4,2.4,0.4,1.6,1.9,0.7,0.1,1.0,1.4,-0.4,0,0,2.4,5.2,0.465,0.6,1.6,0.4,0.9,1.1,0.862
Aaron Nesmith,BOS,50,10.9,3.8,0.4,0.3,1.4,1.7,0.4,0.1,0.6,1.3,0.8,0,0,1.4,3.5,0.406,0.6,2.2,0.278,0.4,0.5,0.792
Aaron Wiggins,OKC,50,24.2,8.3,1.4,1.0,2.5,3.6,0.6,0.2,1.1,1.9,-4.7,0,0,3.1,6.7,0.463,0.8,2.8,0.304,1.2,1.7,0.729
Abdel Nader,PHX,14,10.4,2.4,0.5,0.3,1.6,1.9,0.6,0.3,0.8,1.4,-0.1,0,0,0.9,2.5,0.343,0.3,1.0,0.286,0.4,0.7,0.6
Ade Murkey,SAC,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admiral Schofield,ORL,37,12.1,3.7,0.7,0.5,1.8,2.3,0.1,0.1,0.6,1.5,-3.7,0,0,1.4,3.3,0.415,0.6,2.0,0.324,0.3,0.4,0.8
Ahmad Caver,IND,1,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Horford,BOS,68,29.1,10.1,3.4,1.6,6.1,7.7,0.7,1.3,0.9,1.9,5.5,15,0,3.8,8.3,0.463,1.3,3.9,0.333,1.2,1.4,0.842
Alec Burks,NYK,79,28.4,11.7,2.9,0.6,4.3,4.9,1.1,0.3,1.1,2.6,1.0,2,0,3.5,9.0,0.393,1.9,4.8,0.406,2.7,3.3,0.823
Aleem Ford,ORL,5,14.7,2.8,0.4,0.4,2.6,3.0,0.2,0.0,0.8,1.4,-7.0,0,0,1.2,4.0,0.3,0.4,3.0,0.133,0.0,0.0,0.0
Aleksej Pokusevski,OKC,61,20.2,7.6,2.1,1.2,4.0,5.2,0.6,0.6,1.5,1.4,-0.7,5,1,3.0,7.5,0.408,0.9,3.2,0.289,0.6,0.8,0.7
Alex Caruso,CHI,41,28.0,7.4,4.0,0.8,2.8,3.6,1.7,0.4,1.4,2.6,2.7,1,0,2.5,6.2,0.398,1.0,3.1,0.333,1.4,1.8,0.795
Alex Len,SAC,39,15.9,6.0,1.2,1.3,2.8,4.1,0.3,0.6,1.1,2.6,-1.9,2,0,2.4,4.5,0.534,0.2,0.5,0.286,1.1,1.6,0.651
Alfonzo McKinnie,CHI,17,12.1,3.5,0.3,0.8,1.2,1.9,0.1,0.2,0.4,1.5,-3.2,0,0,1.4,3.6,0.393,0.5,1.6,0.333,0.1,0.5,0.25
Alize Johnson,NOP,23,7.3,1.8,0.4,1.2,1.4,2.7,0.2,0.0,0.5,0.8,-2.0,0,0,0.7,1.7,0.436,0.0,0.2,0.0,0.3,0.5,0.583
Alperen Sengun,HOU,70,20.3,9.5,2.5,2.0,3.5,5.5,0.8,1.0,2.0,2.9,-4.2,8,0,3.4,7.2,0.475,0.4,1.6,0.257,2.3,3.3,0.707
Amir Coffey,LAC,67,22.7,8.7,1.8,0.4,2.4,2.7,0.6,0.2,0.6,1.3,-1.3,0,0,3.0,6.6,0.446,1.3,3.6,0.365,1.5,1.7,0.861
Andre Drummond,BKN,71,19.6,7.7,1.8,3.1,6.1,9.2,1.1,0.9,1.6,2.6,0.5,16,0,3.3,5.8,0.559,0.0,0.0,0.0,1.2,2.3,0.516
Andre Iguodala,GSW,29,19.5,4.0,3.7,0.7,2.6,3.3,0.8,0.8,0.9,1.1,3.5,0,0,1.5,3.8,0.387,0.6,2.4,0.232,0.5,0.6,0.778
Andrew Wiggins,GSW,71,31.9,17.2,2.3,1.2,3.3,4.5,1.1,0.7,1.5,2.1,3.7,1,0,6.5,14.0,0.466,2.1,5.5,0.393,2.1,3.2,0.643
Anfernee Simons,POR,57,29.5,17.3,3.9,0.5,2.2,2.6,0.5,0.1,2.0,1.9,-1.5,2,0,6.2,14.0,0.443,3.1,7.8,0.405,1.8,2.0,0.888
Anthony Davis,LAL,40,35.1,23.2,3.1,2.7,7.2,9.9,1.2,2.3,2.1,2.4,-2.3,19,0,9.3,17.4,0.532,0.3,1.8,0.186,4.4,6.1,0.713
Anthony Edwards,MIN,70,34.4,21.1,3.8,0.9,4.0,4.8,1.5,0.7,2.7,2.3,2.6,4,0,7.6,17.3,0.438,3.0,8.3,0.358,3.0,3.8,0.784
Anthony Gill,WAS,42,10.2,4.0,0.5,0.7,1.1,1.8,0.1,0.3,0.3,1.3,2.0,0,0,1.4,2.3,0.588,0.3,0.6,0.542,1.0,1.2,0.8
Anthony Lamb,HOU,2,3.8,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Armoni Brooks,TOR,52,15.6,5.4,1.1,0.4,1.5,1.9,0.5,0.2,0.5,1.3,-1.4,0,0,1.9,5.4,0.344,1.4,4.7,0.302,0.3,0.4,0.842
Arnoldas Kulboka,CHA,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Reaves,LAL,58,22.7,6.7,1.6,0.7,2.3,2.9,0.4,0.3,0.6,1.5,0.8,0,0,2.3,5.0,0.462,0.8,2.7,0.308,1.3,1.6,0.826
Austin Rivers,DEN,65,22.0,6.0,1.4,0.3,1.4,1.7,0.8,0.1,0.8,1.8,0.6,0,0,2.2,5.2,0.414,1.2,3.5,0.347,0.4,0.6,0.725
Avery Bradley,LAL,62,22.7,6.4,0.8,0.5,1.7,2.2,0.9,0.1,0.6,1.9,-2.9,0,0,2.4,5.6,0.423,1.3,3.4,0.39,0.3,0.3,0.889
Ayo Dosunmu,CHI,75,27.2,8.5,3.3,0.3,2.4,2.8,0.7,0.4,1.3,2.4,-2.8,4,0,3.5,6.8,0.517,0.9,2.4,0.371,0.6,0.9,0.681
BJ Johnson,ORL,4,16.1,6.5,0.0,1.5,2.3,3.8,0.0,0.3,0.0,1.0,-3.0,0,0,2.8,6.3,0.44,1.0,2.5,0.4,0.0,0.0,0.0
Bam Adebayo,MIA,55,32.6,19.0,3.4,2.5,7.7,10.1,1.4,0.8,2.7,3.1,5.3,27,0,7.2,13.0,0.557,0.0,0.1,0.0,4.5,6.0,0.752
Ben McLemore,POR,61,19.8,10.1,0.9,0.2,1.4,1.6,0.6,0.2,0.8,1.6,-4.8,0,0,3.3,8.5,0.392,2.3,6.6,0.356,1.1,1.3,0.84
Bismack Biyombo,PHX,35,13.7,5.6,0.6,1.7,2.8,4.5,0.3,0.7,0.7,1.9,1.5,6,0,2.3,3.9,0.587,0.0,0.0,0.0,1.0,1.9,0.515
Blake Griffin,BKN,56,17.1,6.4,1.9,1.1,3.0,4.1,0.5,0.3,0.6,1.7,-1.7,1,0,2.4,5.6,0.425,0.7,2.6,0.262,1.0,1.4,0.724
Boban Marjanovic,DAL,21,5.1,4.1,0.1,0.3,1.1,1.5,0.0,0.1,0.5,1.0,1.2,0,0,1.8,2.9,0.607,0.0,0.1,0.333,0.5,1.0,0.55
Bobby Portis,MIL,70,28.3,14.7,1.2,2.5,6.6,9.1,0.7,0.7,1.3,2.4,4.0,24,0,5.8,12.1,0.479,1.9,4.7,0.393,1.2,1.6,0.752
Bogdan Bogdanovic,ATL,61,29.3,14.9,3.0,0.5,3.4,3.9,1.0,0.2,1.1,2.1,2.8,0,0,5.4,12.5,0.432,2.7,7.2,0.367,1.5,1.7,0.858
Bojan Bogdanovic,UTA,68,30.9,18.0,1.8,0.9,3.4,4.3,0.5,0.0,1.7,1.7,3.6,3,0,6.1,13.4,0.456,2.6,6.7,0.389,3.2,3.8,0.855
Bol Bol,ORL,14,5.8,2.4,0.4,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.4,0,0,1.1,1.9,0.556,0.1,0.3,0.25,0.1,0.4,0.4
Bones Hyland,DEN,67,18.9,9.9,2.7,0.2,2.5,2.7,0.6,0.3,1.2,2.2,0.2,1,0,3.3,8.2,0.4,1.9,5.1,0.363,1.5,1.8,0.85
Brad Wanamaker,WAS,23,13.9,3.6,2.4,0.3,1.4,1.7,0.3,0.3,1.0,2.0,-1.9,0,0,1.2,3.3,0.364,0.2,0.7,0.235,1.0,1.1,0.92
Bradley Beal,WAS,40,36.0,23.2,6.6,1.0,3.8,4.7,0.9,0.4,3.4,2.4,-2.6,4,0,8.7,19.3,0.451,1.6,5.3,0.3,4.2,5.1,0.833
Brandon Boston Jr.,LAC,50,14.4,6.5,0.9,0.3,1.8,2.1,0.5,0.2,0.6,0.8,-1.4,0,0,2.3,6.2,0.377,0.7,2.2,0.312,1.1,1.4,0.838
Brandon Clarke,MEM,62,19.6,10.2,1.3,2.1,3.3,5.4,0.6,1.1,0.5,2.0,2.5,4,0,4.4,6.9,0.635,0.1,0.4,0.227,1.4,2.1,0.656
Brandon Goodwin,CLE,34,14.5,5.0,2.6,0.4,1.6,2.0,0.7,0.0,1.0,1.1,-1.0,1,0,1.9,4.5,0.421,0.6,1.6,0.345,0.7,1.1,0.632
Brandon Ingram,NOP,55,34.0,22.7,5.6,0.6,5.2,5.8,0.6,0.5,2.7,2.2,2.2,7,0,8.2,17.9,0.461,1.3,4.1,0.327,4.8,5.9,0.826
Brandon Knight,DAL,5,12.9,6.4,1.6,0.0,1.6,1.6,0.2,0.0,0.8,1.0,-1.2,0,0,2.0,5.0,0.4,0.8,3.4,0.235,1.6,1.6,1.0
Brandon Williams,POR,21,27.0,13.6,3.9,0.9,2.3,3.2,1.0,0.4,2.4,2.1,-9.8,2,0,4.6,12.0,0.381,1.4,4.7,0.303,3.0,4.3,0.7
Braxton Key,DET,9,17.3,6.9,0.7,1.2,3.3,4.6,0.9,1.1,0.9,2.6,3.4,0,0,2.9,6.6,0.441,0.6,1.7,0.333,0.6,1.1,0.5
Brodric Thomas,BOS,11,4.7,1.6,0.7,0.2,0.5,0.7,0.0,0.1,0.5,0.5,0.5,0,0,0.6,1.5,0.438,0.1,0.7,0.125,0.3,0.5,0.6
Brook Lopez,MIL,11,23.1,11.7,0.5,1.3,2.5,3.8,0.7,1.2,1.0,2.8,-1.8,0,0,4.3,9.5,0.452,1.4,4.1,0.333,1.8,2.1,0.87
Bruce Brown,BKN,70,24.2,8.7,2.0,1.4,3.3,4.7,1.0,0.7,0.7,2.4,-0.7,0,0,3.5,6.9,0.503,0.5,1.3,0.398,1.3,1.7,0.748
Bruno Fernando,HOU,30,5.1,2.9,0.2,0.6,1.2,1.8,0.0,0.4,0.5,0.8,-1.1,2,0,1.2,1.8,0.655,0.0,0.1,0.5,0.5,0.8,0.625
Bryn Forbes,DEN,74,16.9,8.6,1.0,0.1,1.1,1.2,0.3,0.1,0.7,1.3,0.4,0,0,3.0,7.1,0.429,1.6,3.8,0.412,1.0,1.1,0.9
Buddy Hield,IND,79,30.8,15.6,2.8,0.8,3.6,4.4,0.9,0.3,1.9,2.3,-1.9,1,0,5.5,13.5,0.408,3.2,8.8,0.366,1.4,1.6,0.87
CJ Elleby,POR,55,19.6,5.6,1.5,1.1,2.8,3.9,0.6,0.3,0.9,2.0,-5.1,0,0,1.9,5.1,0.382,0.6,2.1,0.289,1.1,1.5,0.72
CJ McCollum,NOP,59,35.3,22.6,5.1,0.9,3.6,4.5,1.1,0.4,2.1,2.0,-1.0,3,0,8.8,19.1,0.463,3.0,7.6,0.388,1.9,2.7,0.704
CJ Miles,BOS,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cade Cunningham,DET,63,32.5,17.5,5.5,0.9,4.6,5.5,1.2,0.7,3.6,3.1,-3.8,10,2,6.7,16.1,0.418,1.8,5.7,0.318,2.2,2.6,0.843
Caleb Martin,MIA,59,22.8,9.2,1.1,1.2,2.6,3.8,1.0,0.5,0.8,1.8,2.5,1,0,3.5,6.8,0.509,1.1,2.6,0.417,1.2,1.6,0.761
Cam Reddish,NYK,49,20.7,10.1,1.0,0.5,1.6,2.1,1.0,0.3,1.2,1.2,-4.4,0,0,3.4,8.3,0.404,1.3,3.8,0.359,2.1,2.3,0.902
Cam Thomas,BKN,65,17.9,8.7,1.2,0.2,2.2,2.5,0.5,0.1,0.8,1.0,-2.1,0,0,3.3,7.7,0.432,0.7,2.6,0.267,1.3,1.6,0.835
Cameron Johnson,PHX,64,26.3,12.6,1.5,0.6,3.5,4.1,0.9,0.2,0.7,1.8,3.6,0,0,4.3,9.3,0.459,2.6,6.0,0.429,1.5,1.7,0.856
Cameron McGriff,POR,3,15.3,4.7,1.0,2.0,3.0,5.0,0.0,0.3,0.0,2.3,2.7,0,0,1.7,4.7,0.357,0.7,2.0,0.333,0.7,0.7,1.0
Cameron Oliver,ATL,2,21.7,11.5,1.5,1.0,2.0,3.0,0.5,0.5,0.0,2.5,-1.0,0,0,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667
Cameron Payne,PHX,58,22.0,10.8,4.9,0.4,2.6,3.0,0.7,0.3,1.8,2.1,2.6,3,0,4.1,10.1,0.409,1.2,3.6,0.336,1.3,1.5,0.843
Caris LeVert,CLE,56,30.7,17.2,4.3,0.8,3.0,3.8,0.9,0.4,1.9,2.2,-1.7,1,0,6.6,14.9,0.444,1.5,4.5,0.328,2.5,3.3,0.754
Carlik Jones,DEN,5,4.7,0.8,1.0,0.2,0.4,0.6,0.2,0.0,0.6,0.0,-4.0,0,0,0.2,1.8,0.111,0.0,0.2,0.0,0.4,0.4,1.0
Carmelo Anthony,LAL,69,26.0,13.3,1.0,0.9,3.3,4.2,0.7,0.8,0.9,2.4,-1.3,1,0,4.6,10.5,0.441,2.2,5.8,0.375,1.9,2.3,0.83
Carsen Edwards,DET,2,20.2,6.5,4.5,0.5,1.0,1.5,1.0,0.0,1.0,1.5,-1.5,0,0,2.5,8.5,0.294,1.0,4.0,0.25,0.5,0.5,1.0
Cassius Stanley,DET,9,17.2,5.8,0.4,0.6,1.6,2.1,0.6,0.2,0.7,1.9,-1.7,0,0,2.1,5.1,0.413,0.4,1.9,0.235,1.1,1.1,1.0
Cassius Winston,WAS,5,5.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,-0.8,0,0,0.6,1.2,0.5,0.4,1.0,0.4,0.4,0.4,1.0
Cat Barber,ATL,3,4.3,0.0,1.0,0.3,0.7,1.0,0.0,0.0,0.3,0.3,3.7,0,0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0
Cedi Osman,CLE,64,22.0,10.7,2.0,0.4,1.8,2.2,0.8,0.2,1.0,1.9,-1.0,0,0,3.7,8.7,0.428,2.0,5.5,0.356,1.3,2.0,0.661
Chandler Hutchison,PHX,6,3.7,0.7,0.3,0.0,0.8,0.8,0.0,0.0,0.7,0.2,2.5,0,0,0.2,0.3,0.5,0.0,0.0,0.0,0.3,0.3,1.0
Charles Bassey,PHI,23,7.3,3.0,0.3,1.0,1.7,2.7,0.2,0.7,0.3,1.4,-1.5,1,0,1.3,2.0,0.638,0.0,0.2,0.0,0.4,0.5,0.75
Charlie Brown Jr.,PHI,22,8.1,1.4,0.3,0.6,0.8,1.5,0.5,0.2,0.2,0.8,-1.0,0,0,0.5,1.8,0.256,0.0,0.5,0.083,0.4,0.5,0.9
Chaundee Brown Jr.,ATL,5,20.7,6.2,0.8,0.2,3.0,3.2,0.4,0.0,0.2,1.4,-4.0,0,0,2.0,6.4,0.313,1.2,3.6,0.333,1.0,1.2,0.833
Cheick Diallo,DET,3,10.2,3.7,0.0,1.3,2.7,4.0,0.3,0.0,0.3,2.0,-11.0,0,0,1.0,2.7,0.375,0.0,0.0,0.0,1.7,2.0,0.833
Chimezie Metu,SAC,58,21.2,8.9,1.0,0.6,4.9,5.5,0.8,0.5,1.0,1.6,-2.6,6,0,3.4,7.5,0.452,0.9,3.1,0.302,1.2,1.5,0.775
Chris Boucher,TOR,77,21.0,9.4,0.3,2.3,4.0,6.2,0.6,0.9,0.5,2.2,2.5,10,0,3.4,7.2,0.468,0.8,2.8,0.295,1.8,2.3,0.767
Chris Chiozza,GSW,34,10.9,2.0,1.9,0.3,0.8,1.1,0.4,0.0,0.9,0.9,-1.4,0,0,0.7,2.4,0.296,0.5,1.6,0.321,0.1,0.1,0.667
Chris Duarte,IND,55,28.0,13.1,2.1,0.7,3.4,4.1,1.0,0.2,1.6,1.7,-1.0,0,0,4.9,11.3,0.432,1.7,4.6,0.369,1.6,2.0,0.804
Chris Paul,PHX,64,32.8,14.7,10.7,0.3,4.0,4.3,1.9,0.3,2.3,2.0,6.9,33,2,5.6,11.3,0.491,1.0,3.1,0.318,2.6,3.1,0.835
Chris Silva,MIA,10,9.1,2.6,0.7,1.3,2.3,3.6,0.0,0.1,0.8,2.0,-2.9,0,0,0.8,1.5,0.533,0.0,0.0,0.0,1.0,1.2,0.833
Christian Wood,HOU,68,30.8,17.9,2.3,1.6,8.5,10.1,0.8,1.0,1.9,2.5,-6.0,33,0,6.5,12.9,0.501,1.9,4.9,0.39,3.0,4.9,0.623
Chuma Okeke,ORL,69,24.9,8.5,1.7,0.7,4.3,4.9,1.4,0.6,0.8,1.3,-4.5,3,0,3.0,8.1,0.374,1.6,5.2,0.315,0.8,0.9,0.846
Clint Capela,ATL,72,27.7,10.9,1.3,3.7,8.1,11.8,0.8,1.3,0.6,2.3,1.6,33,0,4.9,8.1,0.609,0.0,0.0,0.0,1.0,2.3,0.463
Coby White,CHI,60,27.3,12.6,2.9,0.3,2.7,3.0,0.5,0.2,1.1,2.2,-0.3,1,0,4.6,10.5,0.433,2.2,5.7,0.378,1.3,1.5,0.865
Cody Martin,CHA,69,26.3,7.7,2.5,1.1,2.9,4.0,1.2,0.4,0.9,1.6,-0.5,0,0,2.9,6.0,0.479,0.9,2.2,0.387,1.0,1.5,0.692
Cody Zeller,POR,27,13.1,5.2,0.8,1.9,2.8,4.6,0.3,0.2,0.7,2.1,-1.0,0,0,1.9,3.3,0.567,0.0,0.1,0.0,1.4,1.8,0.776
Cole Anthony,ORL,65,31.7,16.3,5.7,0.5,4.9,5.4,0.7,0.3,2.6,2.6,-3.6,9,0,5.5,14.0,0.391,2.0,6.0,0.338,3.3,3.9,0.854
Collin Sexton,CLE,11,28.8,16.0,2.1,1.2,2.1,3.3,0.9,0.0,2.8,2.3,-2.7,0,0,6.2,13.7,0.45,1.0,4.1,0.244,2.6,3.5,0.744
Corey Kispert,WAS,75,23.3,8.1,1.1,0.7,2.0,2.7,0.5,0.3,0.7,1.2,0.8,0,0,3.0,6.6,0.451,1.4,4.1,0.345,0.7,0.8,0.867
Cory Joseph,DET,65,24.6,8.0,3.6,0.4,2.2,2.7,0.6,0.3,1.3,2.3,-3.1,0,0,2.7,6.2,0.445,1.0,2.4,0.414,1.5,1.7,0.885
Craig Sword,WAS,3,6.3,2.0,0.3,0.0,0.0,0.0,1.3,0.0,0.3,2.3,0.3,0,0,1.0,1.3,0.75,0.0,0.3,0.0,0.0,0.0,0.0
D'Angelo Russell,MIN,65,31.9,18.1,7.1,0.4,2.9,3.3,1.0,0.3,2.5,2.0,3.2,12,0,6.2,15.0,0.411,2.7,8.0,0.34,3.0,3.7,0.825
D.J. Augustin,LAL,52,15.8,5.5,1.9,0.2,1.0,1.3,0.3,0.0,1.0,0.7,-3.1,0,0,1.8,4.0,0.438,1.3,3.0,0.435,0.7,0.8,0.872
D.J. Wilson,TOR,4,13.5,7.5,1.3,0.3,3.8,4.0,1.3,0.3,0.5,1.5,-4.0,0,0,2.8,3.8,0.733,0.0,0.5,0.0,2.0,2.5,0.8
DaQuan Jeffries,MEM,3,2.9,0.7,0.3,0.0,0.7,0.7,0.0,0.0,0.0,0.3,-1.0,0,0,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0
Daishen Nix,HOU,23,10.8,3.2,1.7,0.3,1.1,1.3,0.7,0.0,1.0,0.9,-1.7,0,0,1.1,2.9,0.394,0.3,1.1,0.269,0.6,1.2,0.5
Dakota Mathias,MEM,6,2.7,1.0,0.2,0.0,0.3,0.3,0.2,0.0,0.0,0.2,-1.8,0,0,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0
Dalano Banton,TOR,64,10.9,3.2,1.5,0.6,1.3,1.9,0.4,0.2,0.8,1.1,0.5,0,0,1.3,3.2,0.411,0.2,0.8,0.255,0.4,0.7,0.591
Damian Jones,SAC,54,17.7,7.8,1.2,1.4,3.0,4.4,0.4,0.8,1.0,2.3,-2.9,2,0,3.0,4.6,0.652,0.2,0.5,0.346,1.6,2.2,0.739
Damian Lillard,POR,29,36.4,24.0,7.3,0.4,3.7,4.1,0.6,0.4,2.9,1.3,-1.0,8,0,7.7,19.0,0.402,3.2,9.8,0.324,5.5,6.2,0.878
Damion Lee,GSW,60,20.1,7.5,1.0,0.4,2.8,3.2,0.6,0.1,0.6,1.6,1.3,0,0,2.7,6.2,0.442,1.0,3.1,0.337,1.0,1.2,0.873
Damyean Dotson,NYK,2,10.3,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0,0,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
Daniel Gafford,WAS,70,19.9,9.4,1.0,2.2,3.5,5.7,0.4,1.4,0.9,2.3,-2.8,8,0,4.0,5.7,0.696,0.0,0.0,0.0,1.4,2.0,0.711
Daniel Oturu,TOR,3,9.1,3.0,0.0,0.3,1.3,1.7,0.0,0.7,0.0,0.3,-8.0,0,0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6
Daniel Theis,BOS,45,20.4,7.8,0.8,1.2,3.6,4.8,0.4,0.7,1.0,2.4,-2.3,3,0,3.1,6.0,0.509,0.7,2.3,0.291,1.0,1.5,0.682
Danilo Gallinari,ATL,64,25.2,11.5,1.5,0.5,4.2,4.7,0.4,0.2,0.5,1.4,1.9,2,0,3.9,9.0,0.43,1.6,4.4,0.375,2.2,2.4,0.903
Danny Green,PHI,59,21.5,5.6,0.9,0.5,2.0,2.4,0.9,0.6,0.7,1.6,1.0,0,0,1.9,5.1,0.386,1.6,4.3,0.369,0.2,0.2,0.833
Danuel House Jr.,UTA,40,16.9,5.8,1.1,0.4,2.1,2.6,0.5,0.4,0.8,1.3,0.7,0,0,1.9,4.6,0.408,1.1,2.8,0.391,1.0,1.2,0.792
Darius Bazley,OKC,69,27.9,10.8,1.4,1.0,5.3,6.3,0.8,1.0,1.3,1.0,-6.8,7,0,4.0,9.4,0.422,1.2,3.9,0.297,1.7,2.5,0.688
Darius Garland,CLE,66,35.8,21.7,8.7,0.6,2.8,3.4,1.3,0.1,3.7,1.7,5.2,29,1,8.0,17.3,0.461,2.5,6.7,0.379,3.2,3.6,0.89
Darren Collison,LAL,3,12.4,1.3,0.7,0.0,1.3,1.3,0.3,0.0,0.3,1.7,-4.7,0,0,0.7,2.3,0.286,0.0,1.0,0.0,0.0,0.0,0.0
